Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
HANCOCK Micha,1.0,3,3.0,7.0,0.33,1.0,1.0,5.0,7.0,0.33,1.0,1.0,,2.0,,,,,,,37.0,1.0,50.0,88.0,12.33, 1,6.0,1.0,,7.0,2.0
LARSON Jordan,1.0,1,12.0,14.0,0.33,1.0,1.0,,2.0,0.33,5.0,,8.0,13.0,,9.0,,4.0,13.0,69.23,2.0,,2.0,4.0,0.67,10,15.0,1.0,,16.0,5.0
DREWS Andrea,,- 2,10.0,12.0,0.0,,2.0,6.0,8.0,0.0,21.0,2.0,13.0,36.0,52.78,,,,,,,,,,,11,8.0,3.0,,11.0,2.67
THOMPSON Jordan,,-,,,,,,,,,,,,,,,,,,,,,,,,12,,,-,,
BARTSCHHACKLEY Michelle,,- 1,9.0,10.0,0.0,1.0,6.0,5.0,12.0,0.33,12.0,5.0,22.0,39.0,17.95,13.0,,3.0,16.0,81.25,1.0,,,1.0,0.33,14,7.0,5.0,1,13.0,2.33
HILL Kimberly,1.0,,3.0,4.0,0.33,,,,,,,,,,,,,,,,,,,,,15,1.0,1.0,,2.0,0.33
AKINRADEWO Foluke,2.0,,14.0,16.0,0.67,3.0,3.0,4.0,10.0,1.0,2.0,1.0,1.0,4.0,,,,,,,1.0,,,1.0,0.33,16,1.0,2.0,1,4.0,0.33
POULTER Jordyn,,-,,,,,,,,,,,,,,,,,,,,,,,,2,,,-,,
WASHINGTON Haleigh,1.0,1,8.0,10.0,0.33,2.0,3.0,8.0,13.0,0.67,7.0,1.0,5.0,13.0,,,,,,,,,1.0,1.0,0.0,22,5.0,,-,5.0,1.67
ROBINSON Kelsey,,-,,,,,,,,,,,,,,,,,,,,,,,,23,,,-,,
OGBOGU Chiaka,,-,,,,,,,,,,,,,,,,,,,,,,,,24,,,-,,
WONGORANTES Justine,,-,,,,,,,,,,,,,,10.0,,6.0,16.0,62.5,2.0,,3.0,5.0,0.67, 4,13.0,3.0,,16.0,4.33
,total,8,59.0,73.0,2.0,8.0,16.0,28.0,52.0,2.67,48.0,10.0,49.0,107.0,35.51,32.0,,13.0,45.0,71.11,43.0,1.0,56.0,100.0,14.33,ls,56.0,16.0,2,74.0,18.67
