Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
SOROKAITE Indre,,1.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,, 1,,1.0,,1.0,0.0
MALINOV Ofelia,,,15.0,15.0,0.0,1.0,1.0,9.0,11.0,0.2,1.0,,1.0,2.0,,,,,,,42.0,1.0,67.0,110.0,8.4, 5,3.0,4.0,,7.0,0.6
ORRO Alessia,1.0,,8.0,9.0,0.2,,1.0,,1.0,0.0,,,,,,,,,,,5.0,,7.0,12.0,1.0, 8,1.0,1.0,1.0,3.0,0.2
BOSETTI Caterina Chiara,1.0,1.0,14.0,16.0,0.2,1.0,3.0,4.0,8.0,0.2,10.0,10.0,14.0,34.0,,14.0,1.0,13.0,28.0,50.0,3.0,,3.0,6.0,0.6, 9,9.0,4.0,,13.0,1.8
CHIRICHELLA Cristina,,,6.0,6.0,0.0,1.0,4.0,6.0,11.0,0.2,3.0,2.0,1.0,6.0,,4.0,,,4.0,,,,,,,10,4.0,1.0,1.0,6.0,0.8
DANESI Anna,,1.0,8.0,9.0,0.0,1.0,6.0,2.0,9.0,0.2,3.0,,2.0,5.0,,1.0,,,1.0,,,,,,,11,2.0,,,2.0,0.4
FAHR Sarah Luisa,,2.0,5.0,7.0,0.0,3.0,3.0,4.0,10.0,0.6,4.0,,1.0,5.0,,1.0,1.0,2.0,4.0,,,,,,,13,1.0,2.0,,3.0,0.2
PIETRINI Elena,,3.0,9.0,12.0,0.0,1.0,2.0,5.0,8.0,0.2,6.0,5.0,9.0,20.0,,10.0,,11.0,21.0,,,,2.0,2.0,0.0,14,4.0,5.0,1.0,10.0,0.8
SYLLA Miryam Fatime,,1.0,7.0,8.0,0.0,1.0,2.0,2.0,5.0,0.2,6.0,1.0,5.0,12.0,,12.0,2.0,15.0,29.0,41.38,,,1.0,1.0,0.0,17,3.0,2.0,,5.0,0.6
EGONU Paola Ogechi,,5.0,7.0,12.0,0.0,1.0,5.0,10.0,16.0,0.2,27.0,15.0,20.0,62.0,19.35,1.0,,,1.0,,,,2.0,2.0,0.0,18,7.0,3.0,1.0,11.0,1.4
de GENNARO Monica,,,,,,,,,,,,,,,,10.0,,3.0,13.0,,7.0,,3.0,10.0,1.4, 6,13.0,7.0,2.0,22.0,2.6
FOLIE Raphaela,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
,total,14.0,81.0,97.0,0.4,10.0,27.0,42.0,79.0,2.0,60.0,33.0,53.0,146.0,18.49,53.0,4.0,44.0,101.0,52.48,58.0,1.0,85.0,144.0,11.6,ls,47.0,30.0,6.0,83.0,9.4
