Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
de OLIVEIRA SAAD GATTAZ Caroline,2.0,,7.0,9.0,0.67,1.0,,3.0,4.0,0.33,3.0,2.0,,5.0,,,,,,,1.0,,1.0,2.0,0.33, 2,1.0,1.0,3.0,5.0,0.33
MONTIBELLER Rosamaria,,,4.0,4.0,0.0,1.0,1.0,1.0,3.0,0.33,5.0,,6.0,11.0,,1.0,,,1.0,,,,,,, 7,2.0,,1.0,3.0,0.67
RATZKE Roberta Silva,,,14.0,14.0,0.0,,1.0,,1.0,0.0,2.0,,,2.0,,,,,,,34.0,,30.0,64.0,11.33, 9,8.0,1.0,1.0,10.0,2.67
BRAGA GUIMARAES Gabriela,,1.0,9.0,10.0,0.0,,2.0,2.0,4.0,0.0,7.0,2.0,6.0,15.0,33.33,8.0,,5.0,13.0,61.54,,,1.0,1.0,0.0,10,8.0,,1.0,9.0,2.67
CAIXETA Tandara,,,5.0,5.0,0.0,,3.0,,3.0,0.0,7.0,1.0,5.0,13.0,,,,,,,,,,,,11,4.0,1.0,3.0,8.0,1.33
PEREIRA Natalia,,1.0,2.0,3.0,0.0,,,,,,4.0,,2.0,6.0,,2.0,,1.0,3.0,,,,,,,12,5.0,1.0,2.0,8.0,1.67
da SILVA Ana Carolina,2.0,2.0,15.0,19.0,0.67,2.0,3.0,5.0,10.0,0.67,8.0,,4.0,12.0,,,,,,,1.0,,1.0,2.0,0.33,15,4.0,1.0,,5.0,1.33
RODRIGUES Fernanda,,,3.0,3.0,0.0,,1.0,,1.0,0.0,5.0,1.0,8.0,14.0,28.57,6.0,1.0,1.0,8.0,75.0,,,,,,16,4.0,2.0,,6.0,1.33
MENEZES OLIVEIRA de SOUZA Ana Cris.,,,1.0,1.0,0.0,,,,,,1.0,,1.0,2.0,,,,1.0,1.0,,,,,,,17,,,,,
BRAIT Camila,,,,,,,,,,,,,,,,4.0,,,4.0,,3.0,,3.0,6.0,1.0,18,5.0,2.0,1.0,8.0,1.67
CORREA Ana Beatriz,,2.0,4.0,6.0,0.0,,2.0,1.0,3.0,0.0,5.0,1.0,1.0,7.0,,,,,,,,,,,,20,,,,,
SILVA CARNEIRO Macris Fernanda,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
,total,6.0,64.0,74.0,1.33,4.0,13.0,12.0,29.0,1.33,47.0,7.0,33.0,87.0,45.98,21.0,1.0,8.0,30.0,70.0,39.0,,36.0,75.0,13.0,ls,41.0,9.0,12.0,62.0,13.67
