Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
WAIRIMU Jane Wacu,,1.0,3.0,4.0,0.0,,2.0,3.0,5.0,0.0,1.0,,,1.0,,,,,,,16.0,1.0,36.0,53.0,5.33, 1,1.0,7.0,2.0,10.0,0.33
KASAYA Leonida,,2.0,5.0,7.0,0.0,,1.0,2.0,3.0,0.0,8.0,4.0,6.0,18.0,22.22,3.0,4.0,7.0,14.0,,,,1.0,1.0,0.0, 4,1.0,6.0,3.0,10.0,0.33
KIPRONO Sharon Chepchumba,,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,0.33,6.0,7.0,8.0,21.0,,,,,,,,,,,, 5,1.0,1.0,1.0,3.0,0.33
LUSENAKA Joy,,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,3.0,,2.0,5.0,1.0, 8,2.0,,,2.0,0.67
MURAMBI Noel,,,1.0,1.0,0.0,,1.0,,1.0,0.0,2.0,2.0,1.0,5.0,,1.0,,1.0,2.0,,,,,,,10,1.0,1.0,,2.0,0.33
EMANIMAN Gladys Ekaru,,1.0,4.0,5.0,0.0,1.0,2.0,2.0,5.0,0.33,,1.0,1.0,2.0,,,,1.0,1.0,,1.0,,3.0,4.0,0.33,12,,,,,
KAEI Lorine Chebet,,,4.0,4.0,0.0,,,3.0,3.0,0.0,,4.0,2.0,6.0,,,,2.0,2.0,,,,1.0,1.0,0.0,13,2.0,2.0,,4.0,0.67
MOIM Mercy,1.0,1.0,9.0,11.0,0.33,1.0,1.0,1.0,3.0,0.33,5.0,1.0,8.0,14.0,28.57,8.0,1.0,9.0,18.0,44.44,,,1.0,1.0,0.0,14,6.0,3.0,1.0,10.0,2.0
JEPKIRUI Pamela,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,
KUNDU Agripina Khayesi,,,,,,,,,,,,,,,,10.0,1.0,16.0,27.0,37.04,1.0,,4.0,5.0,0.33,16,3.0,3.0,1.0,7.0,1.0
CHEMTAI Emmaculate,,2.0,3.0,5.0,0.0,1.0,,,1.0,0.33,2.0,,3.0,5.0,,,,,,,1.0,,,1.0,0.33,18,,,1.0,1.0,0.0
MUKUVILANI Edith,,,8.0,8.0,0.0,2.0,2.0,2.0,6.0,0.67,,3.0,1.0,4.0,,,,,,,,,1.0,1.0,0.0,19,1.0,,1.0,2.0,0.33
,total,9.0,39.0,49.0,0.33,6.0,10.0,14.0,30.0,2.0,24.0,22.0,30.0,76.0,2.63,22.0,6.0,36.0,64.0,34.38,22.0,1.0,49.0,72.0,7.33,ls,18.0,23.0,10.0,51.0,6.0
