Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
SOROKAITE Indre,,1.0,,1.0,0.0,,,,,,,-,,,,,,,,,,,,,,1,,,-,,
MALINOV Ofelia,,,1.0,1.0,0.0,,,1.0,1.0,0.0,,-,1.0,1.0,,,,,,,4.0,,10.0,14.0,1.33,5,,,-,,
FOLIE Raphaela,,,4.0,4.0,0.0,3.0,2.0,2.0,7.0,1.0,5.0,1,2.0,8.0,,,,,,,,,,,, 7,1.0,1.0,,2.0,0.33
ORRO Alessia,1.0,1.0,9.0,11.0,0.33,,1.0,3.0,4.0,0.0,,-,,,,,,,,,30.0,,21.0,51.0,10.0, 8,6.0,1.0,,7.0,2.0
BOSETTI Caterina Chiara,,,7.0,7.0,0.0,2.0,3.0,3.0,8.0,0.67,8.0,3,7.0,18.0,27.78,8.0,1.0,1.0,10.0,,1.0,,3.0,4.0,0.33, 9,9.0,1.0,,10.0,3.0
CHIRICHELLA Cristina,,1.0,9.0,10.0,0.0,,1.0,3.0,4.0,0.0,3.0,,3.0,6.0,,,,,,,3.0,,,3.0,1.0,10,,,-,,
DANESI Anna,1.0,,5.0,6.0,0.33,,1.0,2.0,3.0,0.0,,- 1,,1.0,,,,,,,,,1.0,1.0,0.0,11,1.0,1.0,,2.0,0.33
FAHR Sarah Luisa,1.0,1.0,5.0,7.0,0.33,3.0,3.0,2.0,8.0,1.0,3.0,1,2.0,6.0,,,,,,,,,,,,13,1.0,,- 1,2.0,0.33
PIETRINI Elena,2.0,3.0,12.0,17.0,0.67,1.0,3.0,1.0,5.0,0.33,6.0,,7.0,13.0,46.15,9.0,1.0,12.0,22.0,40.91,1.0,,2.0,3.0,0.33,14,3.0,1.0,2,6.0,1.0
SYLLA Miryam Fatime,,,1.0,1.0,0.0,,1.0,,1.0,0.0,3.0,,3.0,6.0,,3.0,,1.0,4.0,,,,,,,17,2.0,1.0,,3.0,0.67
EGONU Paola Ogechi,1.0,3.0,4.0,8.0,0.33,2.0,2.0,3.0,7.0,0.67,14.0,6,5.0,25.0,32.0,,,,,,1.0,,1.0,2.0,0.33,18,1.0,1.0,2,4.0,0.33
de GENNARO Monica,,,,,,,,,,,,-,,,,7.0,,3.0,10.0,,,,2.0,2.0,0.0, 6,8.0,4.0,4,16.0,2.67
,total,10.0,57.0,73.0,2.0,11.0,17.0,20.0,48.0,3.67,42.0,12,30.0,84.0,35.71,27.0,2.0,17.0,46.0,58.7,40.0,,40.0,80.0,13.33,ls,32.0,11.0,9,52.0,10.67
