Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
SOROKAITE Indre,,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,, 1,1.0,,,1.0,0.33
MALINOV Ofelia,,1.0,1.0,2.0,0.0,1.0,1.0,,2.0,0.33,,,,,,,,,,,14.0,,20.0,34.0,4.67, 5,1.0,,1.0,2.0,0.33
ORRO Alessia,,1.0,8.0,9.0,0.0,,2.0,2.0,4.0,0.0,,,1.0,1.0,,,,,,,24.0,,27.0,51.0,8.0, 8,1.0,,,1.0,0.33
BOSETTI Caterina Chiara,,1.0,11.0,12.0,0.0,,3.0,2.0,5.0,0.0,7.0,4.0,8.0,19.0,15.79,12.0,,2.0,14.0,,3.0,,1.0,4.0,1.0, 9,6.0,3.0,1.0,10.0,2.0
CHIRICHELLA Cristina,,,3.0,3.0,0.0,1.0,1.0,1.0,3.0,0.33,1.0,,,1.0,,,,,,,,,1.0,1.0,0.0,10,,,,,
DANESI Anna,1.0,,8.0,9.0,0.33,5.0,4.0,6.0,15.0,1.67,2.0,1.0,3.0,6.0,,,,,,,,,,,,11,,,,,
FAHR Sarah Luisa,,3.0,6.0,9.0,0.0,,7.0,5.0,12.0,0.0,5.0,2.0,2.0,9.0,,,,,,,,,1.0,1.0,0.0,13,,,,,
PIETRINI Elena,,3.0,7.0,10.0,0.0,,3.0,,3.0,0.0,14.0,6.0,9.0,29.0,27.59,17.0,,13.0,30.0,56.67,,,,,,14,5.0,6.0,,11.0,1.67
SYLLA Miryam Fatime,,,,,,,,,,,,,,,,2.0,3.0,4.0,9.0,,,,,,,17,,1.0,,1.0,0.0
EGONU Paola Ogechi,2.0,5.0,3.0,10.0,0.67,2.0,3.0,3.0,8.0,0.67,14.0,9.0,12.0,35.0,14.29,,,,,,,,4.0,4.0,0.0,18,4.0,,3.0,7.0,1.33
de GENNARO Monica,,,,,,,,,,,,,,,,10.0,,6.0,16.0,,1.0,,1.0,2.0,0.33, 6,9.0,4.0,2.0,15.0,3.0
FOLIE Raphaela,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
,total,14.0,49.0,66.0,1.0,9.0,24.0,19.0,52.0,3.0,43.0,22.0,35.0,100.0,21.0,41.0,3.0,25.0,69.0,59.42,42.0,,55.0,97.0,14.0,ls,27.0,14.0,7.0,48.0,9.0
