Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
VARGAS VALDEZ Annerys Victoria,,1.0,4.0,5.0,0.0,,2.0,1.0,3.0,0.0,,2.0,2.0,4.0,,,,1.0,1.0,,,,1.0,1.0,0.0, 1,,1.0,,1.0,0.0
EVE MEJIA Lisvel Elisa,,1.0,1.0,2.0,0.0,,,2.0,2.0,0.0,1.0,,1.0,2.0,,,1.0,,1.0,,,,1.0,1.0,0.0,3,,,,,
MARTE FRICA Niverka Dharlenis,,1.0,6.0,7.0,0.0,,1.0,1.0,2.0,0.0,1.0,,1.0,2.0,,,,,,,20.0,1.0,46.0,67.0,6.67, 7,2.0,5.0,1.0,8.0,0.67
RIVERA BRENS Prisilla,,1.0,5.0,6.0,0.0,1.0,4.0,1.0,6.0,0.33,4.0,6.0,4.0,14.0,,7.0,1.0,5.0,13.0,,1.0,,2.0,3.0,0.33,14,2.0,1.0,1.0,4.0,0.67
PENA ISABEL Yonkaira Paola,,,3.0,3.0,0.0,,2.0,,2.0,0.0,6.0,,1.0,7.0,,10.0,1.0,7.0,18.0,55.56,,,,,,16,1.0,2.0,,3.0,0.33
de la CRUZ de PENA Bethania,,,5.0,5.0,0.0,,,2.0,2.0,0.0,3.0,4.0,4.0,11.0,,4.0,,2.0,6.0,,,,,,,18,1.0,5.0,3.0,9.0,0.33
MARTINEZ Brayelin Elizabeth,,1.0,10.0,11.0,0.0,,2.0,,2.0,0.0,5.0,9.0,14.0,28.0,,4.0,,3.0,7.0,,,,,,,20,3.0,9.0,5.0,17.0,1.0
MARTINEZ Jineiry,,,8.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,5.0,2.0,3.0,10.0,,,,,,,,,1.0,1.0,0.0,21,,2.0,1.0,3.0,0.0
GONZALEZ LOPEZ Gaila Ceneida,,2.0,1.0,3.0,0.0,1.0,1.0,,2.0,0.33,1.0,3.0,6.0,10.0,,,,,,,,,,,,23,1.0,4.0,1.0,6.0,0.33
MARTINEZ CARO Larysmer,,,1.0,1.0,0.0,,,,,,,,,,,2.0,,,2.0,,,,,,,25,,,,,
CASTILLO Brenda,,,,,,,,,,,,,,,,9.0,1.0,2.0,12.0,,1.0,,5.0,6.0,0.33, 5,10.0,1.0,1.0,12.0,3.33
DOMINGUEZ MARTINEZ Camil Inmaculada,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,3.0,0.67, 6,,1.0,,1.0,0.0
,total,7.0,44.0,51.0,0.0,5.0,13.0,8.0,26.0,1.67,26.0,26.0,36.0,88.0,0.0,36.0,4.0,20.0,60.0,60.0,24.0,1.0,57.0,82.0,8.0,ls,20.0,31.0,13.0,64.0,6.67
