Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
de OLIVEIRA SAAD GATTAZ Caroline,,,9.0,9.0,0.0,1.0,4.0,6.0,11.0,0.33,2.0,,2.0,4.0,,1.0,,,1.0,,1.0,,2.0,3.0,0.33, 2,1.0,1.0,,2.0,0.33
MONTIBELLER Rosamaria,,,7.0,7.0,0.0,2.0,1.0,3.0,6.0,0.67,8.0,2.0,10.0,20.0,30.0,,,,,,,,,,, 7,3.0,2.0,,5.0,1.0
SILVA CARNEIRO Macris Fernanda,1.0,1.0,7.0,9.0,0.33,,2.0,3.0,5.0,0.0,2.0,1.0,,3.0,,,,,,,29.0,,28.0,57.0,9.67, 8,3.0,5.0,1.0,9.0,1.0
BRAGA GUIMARAES Gabriela,,2.0,10.0,12.0,0.0,3.0,,3.0,6.0,1.0,9.0,3.0,9.0,21.0,28.57,5.0,2.0,6.0,13.0,38.46,,,2.0,2.0,0.0,10,11.0,7.0,1.0,19.0,3.67
PEREIRA Natalia,1.0,,1.0,2.0,0.33,3.0,,1.0,4.0,1.0,3.0,,3.0,6.0,,,,,,,,,,,,12,3.0,,1.0,4.0,1.0
da SILVA Ana Carolina,1.0,1.0,14.0,16.0,0.33,3.0,1.0,4.0,8.0,1.0,3.0,1.0,4.0,8.0,,,,,,,,,,,,15,6.0,3.0,1.0,10.0,2.0
RODRIGUES Fernanda,1.0,1.0,14.0,16.0,0.33,3.0,,2.0,5.0,1.0,13.0,1.0,9.0,23.0,52.17,8.0,,10.0,18.0,44.44,,,1.0,1.0,0.0,16,6.0,3.0,1.0,10.0,2.0
MENEZES OLIVEIRA de SOUZA Ana Cris.,,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,17,,,,,
BRAIT Camila,,,,,,,,,,,,,,,,8.0,,5.0,13.0,61.54,2.0,,4.0,6.0,0.67,18,5.0,2.0,1.0,8.0,1.67
CORREA Ana Beatriz,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,
RATZKE Roberta Silva,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,6.0,,7.0,13.0,2.0, 9,3.0,,,3.0,1.0
,total,6.0,63.0,73.0,1.33,15.0,8.0,23.0,46.0,5.0,40.0,8.0,37.0,85.0,37.65,22.0,2.0,21.0,45.0,48.89,38.0,,44.0,82.0,12.67,ls,41.0,23.0,6.0,70.0,13.67
