Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
SOROKAITE Indre,1.0,1.0,5.0,7.0,0.33,,,,,,,,,,,,,,,,,,,,, 1,2.0,,1.0,3.0,0.67
MALINOV Ofelia,,1.0,9.0,10.0,0.0,3.0,3.0,4.0,10.0,1.0,1.0,,1.0,2.0,,,,,,,32.0,,30.0,62.0,10.67, 5,4.0,1.0,3.0,8.0,1.33
ORRO Alessia,1.0,,2.0,3.0,0.33,,,,,,,,,,,,,,,,,,,,,8,,,,,
BOSETTI Caterina Chiara,,2.0,4.0,6.0,0.0,1.0,2.0,2.0,5.0,0.33,11.0,2.0,6.0,19.0,47.37,11.0,,3.0,14.0,78.57,,2.0,3.0,5.0,0.0, 9,3.0,4.0,3.0,10.0,1.0
CHIRICHELLA Cristina,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
DANESI Anna,,1.0,3.0,4.0,0.0,2.0,1.0,1.0,4.0,0.67,4.0,2.0,4.0,10.0,,2.0,,,2.0,,,,,,,11,,,2.0,2.0,0.0
FAHR Sarah Luisa,,2.0,6.0,8.0,0.0,4.0,4.0,4.0,12.0,1.33,5.0,1.0,4.0,10.0,,,,,,,,,,,,13,,,,,
PIETRINI Elena,,3.0,14.0,17.0,0.0,,1.0,2.0,3.0,0.0,10.0,2.0,13.0,25.0,32.0,9.0,,7.0,16.0,56.25,,,,,,14,5.0,2.0,1.0,8.0,1.67
SYLLA Miryam Fatime,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,
EGONU Paola Ogechi,3.0,3.0,9.0,15.0,1.0,1.0,1.0,1.0,3.0,0.33,14.0,5.0,6.0,25.0,36.0,,,1.0,1.0,,1.0,,,1.0,0.33,18,1.0,,,1.0,0.33
de GENNARO Monica,,,,,,1.0,,,1.0,0.33,,,,,,12.0,,2.0,14.0,85.71,2.0,,4.0,6.0,0.67, 6,10.0,3.0,3.0,16.0,3.33
FOLIE Raphaela,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
,total,13.0,52.0,70.0,1.67,12.0,12.0,14.0,38.0,4.0,45.0,12.0,34.0,91.0,36.26,34.0,,13.0,47.0,72.34,35.0,2.0,37.0,74.0,11.67,ls,25.0,10.0,13.0,48.0,8.33
