Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
de OLIVEIRA SAAD GATTAZ Caroline,1.0,1,14.0,16.0,0.25,3.0,3.0,10.0,16.0,0.75,6.0,2.0,4.0,12.0,,,,,,,,,4.0,4.0,0.0, 2,3.0,,-,3.0,0.75
RATZKE Roberta Silva,1.0,1,13.0,15.0,0.25,,3.0,2.0,5.0,0.0,2.0,,,2.0,,,,,,,51.0,1.0,49.0,101.0,12.75, 9,9.0,6.0,,15.0,2.25
BRAGA GUIMARAES Gabriela,,- 1,13.0,14.0,0.0,,3.0,2.0,5.0,0.0,12.0,3.0,14.0,29.0,31.03,15.0,1.0,1.0,17.0,88.24,,,1.0,1.0,0.0,10,12.0,5.0,1,18.0,3.0
CAIXETA Tandara,2.0,,17.0,19.0,0.5,,2.0,2.0,4.0,0.0,17.0,8.0,11.0,36.0,25.0,1.0,,,1.0,,,,,,,11,14.0,8.0,,22.0,3.5
PEREIRA Natalia,,-,,,,,1.0,,1.0,0.0,,,,,,,1.0,,1.0,,,,,,,12,,,-,,
da SILVA Ana Carolina,,- 2,12.0,14.0,0.0,3.0,13.0,5.0,21.0,0.75,7.0,2.0,3.0,12.0,,1.0,,,1.0,,,,1.0,1.0,0.0,15,1.0,3.0,1,5.0,0.25
RODRIGUES Fernanda,2.0,,15.0,17.0,0.5,1.0,2.0,2.0,5.0,0.25,14.0,3.0,11.0,28.0,39.29,16.0,,13.0,29.0,55.17,,,2.0,2.0,0.0,16,9.0,3.0,2,14.0,2.25
MENEZES OLIVEIRA de SOUZA Ana Cris.,,-,3.0,3.0,0.0,,,,,,,,1.0,1.0,,,,,,,,,,,,17,,,-,,
BRAIT Camila,,-,,,,,,,,,,,,,,9.0,,2.0,11.0,,4.0,,4.0,8.0,1.0,18,12.0,1.0,1,14.0,3.0
CORREA Ana Beatriz,,-,,,,,,,,,,,,,,,,,,,,,,,,20,,,-,,
MONTIBELLER Rosamaria,,-,,,,,,,,,,,,,,,,,,,,,,,,7,,,-,,
,total,5,87.0,98.0,1.5,7.0,27.0,23.0,57.0,1.75,58.0,18.0,44.0,120.0,33.33,42.0,2.0,16.0,60.0,70.0,55.0,1.0,61.0,117.0,13.75,ls,60.0,26.0,5,91.0,15.0
