Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
de OLIVEIRA SAAD GATTAZ Caroline,,,5.0,5.0,0.0,3.0,4.0,8.0,15.0,1.0,4.0,,3.0,7.0,,,,,,,1.0,,,1.0,0.33, 2,4.0,,,4.0,1.33
MONTIBELLER Rosamaria,,,4.0,4.0,0.0,1.0,,2.0,3.0,0.33,5.0,1.0,2.0,8.0,,,,,,,,,,,, 7,1.0,1.0,,2.0,0.33
SILVA CARNEIRO Macris Fernanda,,,7.0,7.0,0.0,1.0,,2.0,3.0,0.33,,,1.0,1.0,,,,,,,26.0,1.0,30.0,57.0,8.67, 8,3.0,5.0,2.0,10.0,1.0
RATZKE Roberta Silva,,2.0,6.0,8.0,0.0,,,,,,,,,,,,,,,,14.0,,9.0,23.0,4.67, 9,,1.0,,1.0,0.0
BRAGA GUIMARAES Gabriela,,1.0,14.0,15.0,0.0,2.0,1.0,2.0,5.0,0.67,14.0,5.0,5.0,24.0,37.5,7.0,,6.0,13.0,53.85,1.0,,3.0,4.0,0.33,10,9.0,3.0,2.0,14.0,3.0
CAIXETA Tandara,,,6.0,6.0,0.0,1.0,2.0,3.0,6.0,0.33,9.0,5.0,10.0,24.0,16.67,,,,,,1.0,,3.0,4.0,0.33,11,5.0,1.0,1.0,7.0,1.67
PEREIRA Natalia,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
da SILVA Ana Carolina,1.0,1.0,16.0,18.0,0.33,2.0,9.0,3.0,14.0,0.67,3.0,2.0,2.0,7.0,,,,,,,1.0,,,1.0,0.33,15,3.0,2.0,,5.0,1.0
RODRIGUES Fernanda,,,10.0,10.0,0.0,,2.0,5.0,7.0,0.0,17.0,1.0,12.0,30.0,53.33,9.0,,10.0,19.0,47.37,,,,,,16,8.0,1.0,3.0,12.0,2.67
MENEZES OLIVEIRA de SOUZA Ana Cris.,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,17,,,,,
BRAIT Camila,,,,,,,,,,,,,,,,4.0,,10.0,14.0,28.57,3.0,,3.0,6.0,1.0,18,10.0,1.0,2.0,13.0,3.33
CORREA Ana Beatriz,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,
,total,5.0,68.0,74.0,0.33,10.0,18.0,25.0,53.0,3.33,52.0,14.0,35.0,101.0,37.62,20.0,,26.0,46.0,43.48,47.0,1.0,48.0,96.0,15.67,ls,43.0,15.0,10.0,68.0,14.33
