Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
EVE MEJIA Lisvel Elisa,1.0,,17.0,18.0,0.2,2.0,3.0,2.0,7.0,0.4,4.0,,1.0,5.0,,1.0,1.0,3.0,5.0,,1.0,,,1.0,0.2, 3,2.0,6.0,2.0,10.0,0.4
MARTE FRICA Niverka Dharlenis,,-,9.0,9.0,0.0,,3.0,9.0,12.0,0.0,5.0,1.0,1.0,7.0,,,1.0,1.0,2.0,,43.0,,53.0,96.0,8.6, 7,3.0,7.0,,10.0,0.6
VARGAS VALDEZ Annerys Victoria,,-,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
RIVERA BRENS Prisilla,,-,1.0,1.0,0.0,,,,,,,,1.0,1.0,,1.0,,1.0,2.0,,,,,,,14,,,,,
PENA ISABEL Yonkaira Paola,,- 2,15.0,17.0,0.0,1.0,1.0,2.0,4.0,0.2,11.0,7.0,14.0,32.0,12.5,22.0,5.0,21.0,48.0,45.83,1.0,1.0,1.0,3.0,0.2,16,8.0,7.0,6.0,21.0,1.6
de la CRUZ de PENA Bethania,,-,2.0,2.0,0.0,,1.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,,,2.0,2.0,4.0,,,,,,,18,,2.0,,2.0,0.0
MARTINEZ Brayelin Elizabeth,,-,16.0,16.0,0.0,3.0,2.0,6.0,11.0,0.6,21.0,3.0,23.0,47.0,38.3,6.0,1.0,13.0,20.0,,,,,,,20,3.0,11.0,4.0,18.0,0.6
MARTINEZ Jineiry,,- 1,13.0,14.0,0.0,3.0,4.0,8.0,15.0,0.6,12.0,2.0,10.0,24.0,41.67,,,1.0,1.0,,,,,,,21,,2.0,,2.0,0.0
GONZALEZ LOPEZ Gaila Ceneida,,- 4,12.0,16.0,0.0,1.0,4.0,4.0,9.0,0.2,11.0,5.0,12.0,28.0,21.43,,,,,,,,2.0,2.0,0.0,23,2.0,4.0,1.0,7.0,0.4
MARTINEZ CARO Larysmer,,-,,,,,,,,,,,,,,3.0,,2.0,5.0,,,,1.0,1.0,0.0,25,1.0,,,1.0,0.2
CASTILLO Brenda,,-,,,,,,,,,,,,,,13.0,,1.0,14.0,,9.0,1.0,16.0,26.0,1.8, 5,14.0,12.0,7.0,33.0,2.8
DOMINGUEZ MARTINEZ Camil Inmaculada,,-,,,,,,,,,,,,,,,,,,,2.0,,4.0,6.0,0.4, 6,1.0,1.0,1.0,3.0,0.2
,total,7,85.0,93.0,0.2,10.0,18.0,32.0,60.0,2.0,65.0,20.0,63.0,148.0,30.41,46.0,10.0,45.0,101.0,45.54,56.0,2.0,78.0,136.0,11.2,ls,34.0,52.0,21.0,107.0,6.8
