Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
de OLIVEIRA SAAD GATTAZ Caroline,2.0,1.0,15.0,18.0,0.4,3.0,11.0,9.0,23.0,0.6,12.0,2.0,5.0,19.0,,,,1.0,1.0,,2.0,,3.0,5.0,0.4, 2,2.0,,2.0,4.0,0.4
MONTIBELLER Rosamaria,,,1.0,1.0,0.0,1.0,1.0,2.0,4.0,0.2,1.0,1.0,1.0,3.0,,,,,,,,,,,, 7,1.0,,1.0,2.0,0.2
SILVA CARNEIRO Macris Fernanda,1.0,1.0,10.0,12.0,0.2,,6.0,5.0,11.0,0.0,,,,,,,,,,,52.0,,59.0,111.0,10.4, 8,2.0,6.0,2.0,10.0,0.4
RATZKE Roberta Silva,,1.0,5.0,6.0,0.0,,1.0,,1.0,0.0,1.0,,,1.0,,,,,,,11.0,,6.0,17.0,2.2, 9,3.0,1.0,,4.0,0.6
BRAGA GUIMARAES Gabriela,2.0,,13.0,15.0,0.4,1.0,2.0,5.0,8.0,0.2,17.0,6.0,20.0,43.0,25.58,11.0,1.0,8.0,20.0,,,,2.0,2.0,0.0,10,9.0,8.0,4.0,21.0,1.8
CAIXETA Tandara,,,12.0,12.0,0.0,,2.0,2.0,4.0,0.0,10.0,7.0,18.0,35.0,8.57,,,,,,,,,,,11,11.0,5.0,4.0,20.0,2.2
PEREIRA Natalia,,,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,12,,1.0,,1.0,0.0
da SILVA Ana Carolina,1.0,1.0,19.0,21.0,0.2,2.0,4.0,5.0,11.0,0.4,9.0,2.0,3.0,14.0,,,,,,,,,1.0,1.0,0.0,15,1.0,1.0,2.0,4.0,0.2
RODRIGUES Fernanda,2.0,1.0,18.0,21.0,0.4,2.0,6.0,8.0,16.0,0.4,22.0,3.0,15.0,40.0,47.5,24.0,,7.0,31.0,77.42,,,1.0,1.0,0.0,16,7.0,4.0,4.0,15.0,1.4
MENEZES OLIVEIRA de SOUZA Ana Cris.,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,
BRAIT Camila,,,,,,,,,,,,,,,,23.0,,9.0,32.0,71.88,1.0,,5.0,6.0,0.2,18,11.0,3.0,5.0,19.0,2.2
CORREA Ana Beatriz,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,
,total,5.0,96.0,109.0,1.6,9.0,33.0,36.0,78.0,1.8,72.0,21.0,62.0,155.0,32.9,58.0,1.0,25.0,84.0,69.05,66.0,,77.0,143.0,13.2,ls,47.0,29.0,24.0,100.0,9.4
