Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
VARGAS VALDEZ Annerys Victoria,,,2.0,2.0,0.0,2.0,3.0,2.0,7.0,0.5,2.0,,1.0,3.0,,,,,,,,,,,,1,,,,,
EVE MEJIA Lisvel Elisa,,1.0,10.0,11.0,0.0,1.0,2.0,4.0,7.0,0.25,2.0,2.0,1.0,5.0,,,,,,,,,,,, 3,4.0,3.0,2.0,9.0,1.0
DOMINGUEZ MARTINEZ Camil Inmaculada,,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,3.0,,2.0,5.0,0.75, 6,,1.0,,1.0,0.0
MARTE FRICA Niverka Dharlenis,1.0,2.0,16.0,19.0,0.25,,,2.0,2.0,0.0,2.0,,3.0,5.0,,,,,,,41.0,,48.0,89.0,10.25, 7,3.0,6.0,4.0,13.0,0.75
RIVERA BRENS Prisilla,,1.0,14.0,15.0,0.0,,1.0,3.0,4.0,0.0,17.0,2.0,15.0,34.0,44.12,12.0,,14.0,26.0,46.15,1.0,,1.0,2.0,0.25,14,8.0,6.0,2.0,16.0,2.0
PENA ISABEL Yonkaira Paola,,,3.0,3.0,0.0,,,,,,,,,,,1.0,,,1.0,,,,,,,16,2.0,2.0,,4.0,0.5
de la CRUZ de PENA Bethania,,2.0,14.0,16.0,0.0,5.0,3.0,1.0,9.0,1.25,9.0,2.0,23.0,34.0,20.59,16.0,1.0,11.0,28.0,57.14,,,1.0,1.0,0.0,18,5.0,7.0,1.0,13.0,1.25
MARTINEZ Brayelin Elizabeth,,2.0,1.0,3.0,0.0,,1.0,3.0,4.0,0.0,12.0,2.0,8.0,22.0,45.45,,,,,,,,1.0,1.0,0.0,20,5.0,1.0,,6.0,1.25
MARTINEZ Jineiry,,2.0,13.0,15.0,0.0,2.0,2.0,6.0,10.0,0.5,14.0,3.0,7.0,24.0,45.83,,,,,,1.0,,1.0,2.0,0.25,21,4.0,,,4.0,1.0
GONZALEZ LOPEZ Gaila Ceneida,,3.0,3.0,6.0,0.0,1.0,3.0,8.0,12.0,0.25,5.0,3.0,3.0,11.0,,,,,,,,,,,,23,5.0,,1.0,6.0,1.25
MARTINEZ CARO Larysmer,,,1.0,1.0,0.0,,,,,,,,,,,2.0,,3.0,5.0,,1.0,,,1.0,0.25,25,2.0,1.0,2.0,5.0,0.5
CASTILLO Brenda,,,,,,,,,,,,,,,,7.0,,3.0,10.0,,9.0,1.0,15.0,25.0,2.25, 5,12.0,8.0,2.0,22.0,3.0
,total,14.0,78.0,93.0,0.25,11.0,15.0,29.0,55.0,2.75,63.0,14.0,61.0,138.0,35.51,38.0,1.0,31.0,70.0,54.29,56.0,1.0,69.0,126.0,14.0,ls,50.0,35.0,14.0,99.0,12.5
