Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
SOROKAITE Indre,,1.0,3.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,, 1,,1.0,,1.0,0.0
MALINOV Ofelia,,1.0,12.0,13.0,0.0,3.0,2.0,6.0,11.0,0.75,,1.0,1.0,2.0,,,,,,,43.0,1.0,45.0,89.0,10.75, 5,5.0,1.0,3.0,9.0,1.25
ORRO Alessia,,,4.0,4.0,0.0,,,1.0,1.0,0.0,,,,,,,,,,,2.0,,1.0,3.0,0.5, 8,2.0,1.0,,3.0,0.5
BOSETTI Caterina Chiara,2.0,2.0,14.0,18.0,0.5,2.0,5.0,4.0,11.0,0.5,9.0,2.0,4.0,15.0,,13.0,1.0,2.0,16.0,,,,2.0,2.0,0.0, 9,9.0,3.0,4.0,16.0,2.25
CHIRICHELLA Cristina,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
DANESI Anna,,1.0,8.0,9.0,0.0,3.0,2.0,6.0,11.0,0.75,3.0,2.0,,5.0,,,,,,,,,,,,11,3.0,,,3.0,0.75
FAHR Sarah Luisa,1.0,3.0,10.0,14.0,0.25,3.0,6.0,6.0,15.0,0.75,6.0,2.0,4.0,12.0,,1.0,1.0,,2.0,,,,,,,13,,,1.0,1.0,0.0
PIETRINI Elena,1.0,,6.0,7.0,0.25,,1.0,,1.0,0.0,3.0,2.0,2.0,7.0,,6.0,2.0,5.0,13.0,,,,,,,14,1.0,,1.0,2.0,0.25
SYLLA Miryam Fatime,1.0,2.0,12.0,15.0,0.25,2.0,1.0,1.0,4.0,0.5,6.0,7.0,9.0,22.0,,16.0,,11.0,27.0,59.26,1.0,,3.0,4.0,0.25,17,6.0,5.0,1.0,12.0,1.5
EGONU Paola Ogechi,1.0,2.0,10.0,13.0,0.25,2.0,2.0,3.0,7.0,0.5,26.0,11.0,17.0,54.0,27.78,,,,,,,,1.0,1.0,0.0,18,3.0,6.0,,9.0,0.75
de GENNARO Monica,,,,,,,,,,,,,,,,7.0,,6.0,13.0,,4.0,,8.0,12.0,1.0, 6,9.0,4.0,4.0,17.0,2.25
FOLIE Raphaela,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
,total,12.0,79.0,97.0,1.5,15.0,19.0,27.0,61.0,3.75,53.0,27.0,37.0,117.0,22.22,43.0,4.0,24.0,71.0,60.56,50.0,1.0,60.0,111.0,12.5,ls,38.0,21.0,14.0,73.0,9.5
