No.,Name,Excellents,Errors,In-Play,Attempts,%
19,MILENKOVIC Bojana,18,1.0,5,24,75.0
17,POPOVIC Silvija,7,, 6,13,53.85
1,BUSA Bianka,4,, 2,6,
10,OGNJENOVIC Maja,,1.0,1,2,
5,POPOVIC Mina,1,,, 1,
8,MIRKOVIC Sladjana,,,, ,
9,MIHAJLOVIC Brankica,,,, ,
13,BJELICA Ana,,,, ,
14,ALEKSIC Maja,,,, ,
16,RASIC Milena,,,, ,
18,BOSKOVIC Tijana,,,, ,
20,BLAGOJEVIC Jelena,,,, ,
ls,,30,2.0,14,46,65.22
